
10.47217941 10.37356281 10.27375984 10.17258072 10.06982899 9.96530342 9.85877609 9.75001431 9.63876534 9.52476597 9.40772915 9.28736782 9.16336155 9.03539944 8.90315628 8.76630592 8.62452888 8.47752285 8.32499599 8.16668224 8.00236416 7.83184910 7.65499544 7.47171593 7.28197384 7.08578873 6.88324404 6.67445469 6.45961952 6.23896074 6.01275635 5.78131771
10.44854259 10.34844875 10.24731255 10.14493752 10.04110909 9.93560600 9.82819176 9.71861172 9.60659790 9.49186134 9.37411022 9.25302696 9.12828255 8.99954414 8.86647415 8.72872639 8.58597565 8.43789959 8.28419971 8.12460709 7.95888710 7.78684664 7.60833788 7.42327642 7.23162603 7.03340578 6.82870197 6.61765099 6.40044260 6.17732286 5.94857979 5.71454096
10.42758083 10.32590294 10.22332764 10.11965179 10.01464939 9.90808201 9.79969597 9.68921947 9.57636642 9.46083450 9.34230804 9.22044945 9.09491253 8.96535206 8.83140755 8.69272995 8.54896832 8.39979076 8.24489403 8.08399487 7.91685390 7.74327183 7.56310034 7.37624884 7.18268347 6.98243141 6.77557707 6.56226587 6.34270144 6.11713457 5.88586998 5.64924765
10.40947437 10.30609322 10.20197010 10.09689140 9.99061489 9.88288975 9.77344418 9.66199780 9.54823303 9.43183708 9.31246662 9.18977833 9.06340408 8.93297291 8.79812145 8.65846920 8.51366425 8.36336040 8.20724297 8.04501820 7.87643957 7.70130682 7.51946449 7.33082581 7.13535118 6.93306971 6.72407913 6.50852489 6.28661919 6.05863047 5.82486582 5.58568525
10.39438438 10.28919220 10.18341160 10.07682037 9.96916676 9.86018944 9.74959564 9.63708687 9.52233505 9.40500450 9.28473282 9.16115570 9.03388882 8.90254879 8.76674271 8.62608624 8.48021221 8.32875824 8.17140007 8.00783539 7.83781433 7.66112375 7.47761679 7.28719282 7.08981895 6.88552904 6.67441797 6.45664167 6.23242426 6.00203800 5.76580811 5.52410555
10.38247204 10.27534962 10.16780472 10.05959320 9.95046043 9.84012699 9.72829056 9.61463642 9.49881744 9.38047600 9.25923824 9.13471413 9.00650406 8.87420654 8.73740959 8.59571934 8.44874573 8.29612255 8.13750839 7.97259760 7.80113125 7.62289143 7.43772125 7.24552822 7.04627609 6.83999729 6.62679720 6.40683365 6.18033791 5.94759274 5.70893812 5.46475887
10.37388325 10.26472664 10.15530014 10.04535866 9.93463707 9.82285118 9.70967484 9.59478092 9.47780991 9.35838127 9.23610783 9.11057377 8.98136902 8.84806347 8.71024036 8.56748486 8.41938972 8.26557922 8.10569954 7.93944073 7.76653099 7.58675003 7.39993572 7.20599461 7.00489235 6.79666090 6.58140230 6.35929394 6.13056707 5.89551449 5.65448570 5.40788221
10.36875629 10.25745392 10.14603710 10.03425789 9.92184353 9.80849361 9.69388199 9.57765007 9.45943737 9.33884335 9.21545506 9.08885098 8.95858955 8.82423496 8.68534374 8.54148960 8.39225292 8.23724079 8.07609367 7.90848827 7.73414326 7.55284023 7.36440659 7.16874790 6.96582794 6.75568390 6.53842211 6.31421947 6.08331490 5.84601450 5.60267496 5.35370874
10.36721039 10.25366211 10.14015007 10.02642441 9.91220570 9.79718113 9.68102646 9.56336594 9.44381618 9.32196999 9.19739151 9.06964397 8.93827057 8.80281067 8.66281414 8.51782894 8.36742973 8.21120644 8.04878807 7.87983942 7.70407724 7.52127218 7.33125210 7.13391495 6.92922544 6.71722364 6.49801302 6.27178383 6.03877020 5.79929399 5.55371714 5.30246639
10.36935806 10.25346184 10.13774872 10.02197075 9.90583611 9.78904152 9.67123222 9.55203819 9.43105507 9.30786514 9.18201542 9.05305099 8.92049694 8.78388214 8.64273357 8.49658680 8.34500027 8.18755531 8.02386475 7.85358620 7.67642689 7.49214745 7.30058146 7.10161495 6.89521265 6.68141413 6.46032858 6.23214006 5.99710417 5.75553226 5.50781155 5.25436354
